generator function	A function whose state is automatically saved when it returns a value so that execution can be restarted from that point the next time it is called. One example of generator functions use is to produce streams of values that can be processed by for loops.
generic function	A collection of functions with similar purpose, each operating on a different class of data.
geometric mean	Calculated from a set of n numbers by first computing the product of those numbers, and then computing the n-th root of the result. In contrast to the arithmetic mean, which measures central tendancy in an "additive" way, the geometric mean measures central tendancy in a "multiplicative" way, and hence is often appropriate when estimating an average rates of change or some other multiplicative constant.
geometry shader	The shader stage in the rendering pipeline designated towards processing primitives. Not to be confused with tessellation shaders, geometry shaders are focused on modifying the shape of primitives to create new results. For example, pixels may be converted into particles using a geometry shader.
ggplot2	A package in R that implements a layered grammar of graphics for generating plots. It is a popular alternative to plotting with base R and part of the tidyverse.
git	A version control tool to record and manage changes to a project.
git branch	A snapshot of a version of a Git repository. Multiple branches can capture multiple versions of the same repository.
git clone	Copies (and usually downloads) of a Git remote repository on a local computer.
git conflict	A situation in which incompatible or overlapping changes have been made on different branches that are now being merged.
git fork	To make a new copy of a Git repository on a server, or the copy that is made.
git merge	Merging branches in Git incorporates development histories of two branches in one. If changes are made to similar parts of the branches on both branches, a conflict will occur and
git pull	Downloads and synchronizes changes between a remote repository and a local repository.
git push	Uploads and synchronizes changes between a local repository and a remote repository.
git remote	A short name for a remote repository (like a bookmark).
github	A cloud-based platform built around Git that allows you to save versions of your project online and collaborate with other Git users.
global data	Any code, anywhere, can read and write these variables. When something breaks, every function in the codebase is a suspect.
global environment	The environment that holds top-level definitions in a programming language, e.g., those written directly in the interpreter.
global installation	Installing a package in a location where it can be accessed by all users and projects.
global variable	A variable defined outside any particular function or package namespace, which is therefore visible to all functions.
globbing	To specify a set of filenames using a simplified form of regular expressions, such as `*.dat` to mean "all files whose names end in `.dat`". The name is derived from "global".
gnu operating system	"GNU" is an operating system that is free software. GNU is a recursive acronym for "GNU is Not Unix!". The GNU operating system consists of GNU packages as well as free software realeased by third parties.
gnu public license	A license that allows people to re-use software as long as they distribute the source of their changes.
gradient boosting	A machine learning technique that produces an ensemble of weak prediction models (typically decision trees) in a stepwise fashion.
gradient descent	An optimization algorithm that repeatedly calculates the gradient at the current point takes a small step in the direction in which the gradient is decreasing, and then recalculates the gradient.
graph	1. A plot or a chart that displays data, or 2. a data structure in which nodes are connected to one another by edges.
graphical user interface	A user interface that relies on windows, menus, pointers, and other graphical elements, as opposed to a command-line interface or voice-driven interface.
graphics processing unit	Specialized processor designed to run many instances of a single program in parallel. Orginally designed for use in graphics, but is also used for general computation in the form of compute shaders.
group	To divide data into subsets according to a set of criteria while leaving records in a single structure.
handle (condition)	To accept responsibility for handling an error or other unexpected event. R prefers "handling a condition" to "catching an exception". Python, on the other hand, encourages raising and catching exceptions, and in some situations, requires it.
hardware	Any physical component of a computer system. Hardware can be internal, such as CPU, memory, and graphics cards; or external, such as monitors and keyboards. Hardware operates in conjunction with software to produce a functioning computer system.
harmonic mean	Calculated from a set of n numbers by first computing the sum of the reciprocals of those numbers, and then dividing n by the resulting sum. Alternatively, it can be computed as the reciprocal of the arithmetic mean of the reciprocal values. Similarly to the geometric mean, the harmonic mean is often used as an alternative measure of central tendancy to the usual arithmetic mean when estimating an average rates of change or some other multiplicative constant. For a set of positive numbers that are not all equal, the min < HM < GM < AM < max where min is the minimum value, max is the maximum value, and HM GM and AM are the harmonic, geometric, and arithmetic means respectively.
hash function	A function that turns arbitrary data into a bit array, or a key, of a fixed size. Hash functions are used to determine where data should be stored in a hash table.
hash table	A data structure that calculates a pseudo-random key (location) for each value passed to it and stores the value in that location. Hash tables enable fast lookup for arbitrary data. This occurs at the cost of extra memory because hash tables must always be larger than the amount of information they need to store, to avoid the possibility of data collisions, when the hash function returns the same key for two different values.
header row	If present, the first row of a data file that defines column names (but not their data types or units).
heterogeneous	Containing mixed data types. For example, in Python and R, a list can contain a mix of numbers, character strings, and values of other types.
hexadecimal	A base-16 number system. Hexadecimal values are usually written using the digits 0-9 and the characters A-F in either upper or lower case. Hexadecimal is often used to represent binary values, since two hexadecimal digits use exactly one byte of storage.
hidden dependencies	The class works perfectly in the developer's environment and crashes in production. You read the stack trace, search every constructor, and find nothing. The dependency was silently resolved from the environment.
hidden layer (deep learning)	A hidden layer in a neural network refers to the layers of neurons that are not directly connected to input or output. The layers are "hidden" because you do not directly observe their input and output values.
high performance computing	When computing power is drawn from multiple powerful processors that work together in parallel, rather than from a single desktop computer, laptop, or work station. This significantly speeds up analysis and reduces computing time, which allows people to work with big data.
higher-order function	A function that operates on other functions. For example, the higher-order function `map` executes a given function once on each value in a list. Higher-order functions are heavily used in functional programming.
hippocratic license	An ethical software license that allows free use for any purpose that does not contravene the Universal Declaration of Human Rights.
histogram	A graphical representation of the distribution of a set of numeric data, usually a vertical bar graph.
hitchhiker	Someone who is part of a project but does not actually do any work on it.
home directory	A directory that contains a user's files. Each user on a multi-user computer will have their own home directory; a personal computer will often only have one home directory.
homogeneous	Containing a single data type. For example, a vector must be homogeneous: its values must all be numeric, logical, etc.
http header	A key-value pair at the top of an HTTP request or response that carries additional information such as the user's preferred language or the length of the data being transferred.
http request	A message sent from a client to a server using the HTTP protocol asking for data. A request usually asks for a web page, image, or other data.
http response	A reply sent from a server to a client using the HTTP protocol in response to a request. The response usually contains a web page, image, or data.
humaneval	Coding benchmark measuring ability to generate functionally correct Python code from docstrings.
hypertext markup language	The standard markup language used for web pages. HTML is represented in memory using DOM (Document Object Model).
hypertext transfer protocol	The standard protocol for data transfer on the World-Wide Web. HTTP defines the format of requests and responses, the meanings of standard error codes, and other features.
icon	In computing, an icon is a graphic symbol that is displayed on a computer screen to help a user navigate the computer system.
immutable type	Immutable is when no change is possible over time. An object of this type can not be changed and its state can not be modified after it is created.
imperative loops	for(i=0; i<len; i++) — the ceremony of manually tracking indexes, accumulating results, and handling off-by-one errors, when a map, filter, or built-in says the same thing in one line.
import	To bring things from a module into a program for use. In most languages a program can only import things that the module explicitly exports.
impostor syndrome	The false belief that one's successes are a result of accident or luck rather than ability.
in-place operator	An operator that updates one of its operands. For example, the expression `x += 2` uses the in-place operator `+=` to add 2 to the current value of `x` and assign the result back to `x`.
inappropriate static	Impossible to override. Painful to mock. Silently coupling everything that calls them. Static methods are convenient right up until the behavior needs to vary: then they're a dead end.
incomplete library class	A third-party library that does 95% of what you need. The missing 5% means building workarounds that duplicate effort, drift from the original, and never feel like first-class code.
inconsistent names	The mental shortcuts that let developers navigate by pattern break when one class calls it store(), another says add(), and a third insists on put(). Same operation. Three names. Zero muscle memory.
inconsistent style	Mixed formatting, flipped parameter orders, and clashing conventions in the same codebase. The code works, but the inconsistency saps trust. If they couldn't agree on style, what else didn't they agree on?
increment	A unary operation that increases the value of a variable, usually by 1.
indecent exposure	Everything's public. Nothing's hidden. Other modules couple to implementation details they were never meant to see, and now you can't change a private algorithm without breaking six callers who shouldn't have known it existed.
independent variable	The factor that you purposely change or control in order to see what effect it has on the dependent variable.
index	Each of the elements of an array. Indexes represent the position by numerical representation.
infinite loop	A loop where the exit condition is never met, so the loop continues to repeat itself. Often a programming error.
inner join	A join that returns the combination of rows from two tables, A and B, whose keys exist in both tables.
insider trading	Two classes exchanging private implementation details they shouldn't have access to — the kind of under-the-table knowledge sharing that makes either one impossible to change without breaking the other.
instance	An object of a particular class.
integrated development environment	An application that helps programmers develop software. IDEs typically have a built-in editor, a console to execute code immediately, and browsers for exploring data structures in memory and files on disk.
integration test	A test that checks whether the parts of a system work properly when put together.
interface	A ubiquitously used phrase in computing that describes a point of contact. This could be a user interface (e.g. graphical user interface or command line), the interface of an object with the rest of the code or how a program can interact with web services through an API.
internet message access protocol	A standard internet protocol used by email clients to retrieve messages from an email server. Messages are left on the server so that they can be accessed from multiple email clients.
interpreted language	A high-level language that is not executed directly by the computer, but instead is run by an interpreter that translates program instructions into machine commands on the fly.
interpreter	A program whose job it is to run programs written in a high-level interpreted language. Interpreters can run interactively, but may also execute commands saved in a file.
invariant	Something that must be true at all times inside of a program or during the lifecycle of an object. Invariants are often expressed using assertions. If an invariant expression is not true, this is indicative of a problem, and may result in failure or early termination of the program.
ipython	Short for "Interactive Python", it is a console designed to assist interactive and exploratory programming with features such as coloured text, tab-completion, filesystem navigation, quick access to documentation and shell commands.
iso date format	An international for formatting dates. While the full standard is complex, the most common form is `YYYY-MM-DD`, i.e., a four-digit year, a two-digit month, and a two-digit day, separated by hyphens.
issue	A bug report, feature request, or other to-do item associated with a project. Also called a ticket.
issue tracking system	Similar to a bug tracking system in that it tracks issues made to a repository, usually in the form of feature requests, bug reports, or some other to-do item.
iterator pattern	A design pattern in which a temporary object or generator function produces each value from a collection in turn for processing. This pattern hides the differences between different kinds of data structures so that everything can be processed using loops.
java	Java is a high-level, cross-platform, object-oriented and general-purpose programming language. Programs written in Java will run on any platform that supports the Java software platform without having to be recompiled. This feature gave rise to the slogan "Write Once Run Anywhere". Java syntax is similar to that of C and C++.
javascript object notation	A way to represent data by combining basic values like numbers and character strings in lists and key/value structures. The acronym stands for "JavaScript Object Notation"; unlike better-defined standards like XML, it is unencumbered by a syntax for comments or ways to define a schema.
join	One of several operations that combine values from two tables.
jupyter	Project Jupyter is a non-profit, open-source project that was born out of the IPython Project in 2014 as IPython evolved to support interactive data science and scientific computing in many different programming languages.
jupyter notebook	An open-source, web-based computational notebook that allows the user to write and share live code, equations, visualisations, and narrative text.
jupyterlab	A next-generation interface to Jupyter Notebooks. JupyterLab is open-source, web-based and has a multiple-document interface which supports working with multiple notebooks and Markdown files in a single browser tab. JupyterLab also supports opening terminal/console windows in the browser.
k-means clustering	An unsupervised_learning algorithm that forms *k* groups by repeatedly calculating the centroid of the current groups and then reallocating data points to the nearest centroid until the centroids no longer move.
k-nearest neighbors	A classification algorithm that classifies data points based on their similarity to their *k* nearest neighbours.
kebab case	A naming convention in which the parts of a name are separated with dashes, as in `first-second-third`.
key	1. A field or combination of fields whose value(s) uniquely identify a record within a table or dataset. Keys are often used to select specific records and in joins. 2. Part of a key/value pair, used as a unique identifier in a data structure such as a dictionary.
keyword arguments	Extra (often optional) arguments given to a function as key/value pairs.
label (an issue)	A short textual tag associated with an issue to categorize it. Common labels include `bug` and `feature request`.
large class	The God Class. Too many methods, too many fields, too many reasons to exist. Reading it takes a morning, testing it takes a sprint, and changing it is a gamble that affects everything it touches.
large language model	A neural network trained on massive text datasets to understand and generate human-like text. LLMs use deep learning architectures (typically Transformers) with billions to trillions of parameters to capture patterns in language.
latent variable	A variable that is not observed directly but instead is inferred from the states or values of other variables.
latex	A typesetting system for document preparation that uses a specialized markup language to define a document structure (e.g., headings), stylise text, insert mathematical equations, and manage citations and cross-references. LaTeX is widely used in academia, in particular for scientific papers and theses in mathematics, physics, engineering, and computer science.
lazy element	The meeting that could have been an email — except it's a class. One field, one method that just delegates to another, an abstraction that costs more in complexity than it ever returns in clarity.
lazy evaluation	Delaying evaluation of an expression until the value is actually needed or, in the case of a conditional expression, only evaluating as much of the expression as is necessary. For instance, the second half of `A and B` will only be evaluated if A is truthy.
learning rate (deep learning)	In artificial neural networks, the learning rate is a hyper-parameter that determines the pace at which the network adjusts the weights to move down the loss gradient. A large learning rate can speed up training, but the network might overshoot and miss the minimum. A small learning rate will overshoot less, but will be slower. It can also get more easily stuck in local minima.
left join	A join that combines data from two tables, A and B, where keys in table A match keys in table B, fields are concatenated. Where a key in table A does *not* match a key in table B, columns from table B are filled with null, NA, or some other missing value. Keys from table B that do not match keys from table A are excluded for the result.
lexical scoping	To look up the value associated with a name according to the textual structure of a program. Most programming languages use lexical scoping instead of dynamic scoping because the latter is less predictable.
library	A reusable software package, also often called a module.
license	A legal document describing how something can be used, and by whom.
lifecycle	The steps that something is allowed or required to go through. The lifecycle of an object runs from its construction through the operations it can or must perform before it is destroyed; the lifecycle of an issue may be: "created", "assigned", "in progress", "ready for review", and "completed".
lift	How well a model predicts or classifies things, measured as the ratio of the response in the segment identified to the response in the population as a whole. A lift of 1 means the model does no better than chance; higher lift means the model is doing better.
line comment	A comment in a program that spans part of a single line, as opposed to a block comment that may span multiple lines.
linear regression	A method for finding the best straight-line fit between two datasets, typically by minimizing the squares of the distances between the points and a regression line.
linter	A program that checks for common problems in software, such as violations of indentation rules or variable naming conventions. The name comes from the first tool of its kind, called `lint`.
lisp	A family of programming languages that represent programs and data as nested lists. Many other programming languages have borrowed ideas from Lisp.
list	A vector that can contain values of many different (heterogeneous) types.
list comprehension	In Python, an expression that creates a new list in place. For example, `[2*x for x in values]` creates a new list whose items are the doubles of those in `values`.
literate programming	A programming paradigm that mixes prose and code.
local installation	Placing a package inside a particular project so that it is only accessible within that project.
local variable	A variable defined inside a function which is only visible within that function.
log	A record of a program's execution containing messages written via a logging framework for later inspection.
log message	A single entry in a log of a program's execution. Log messages are usually highly structured so that data (such as the time or the severity) can be recovered later.
logging framework	A software library that manages internal reporting for programs.
logging level	A setting that controls how much information is generated by a logging framework. Typical logging levels include `DEBUG`, `WARNING`, and `ERROR`.
logical indexing	To index a vector or other structure with a vector of Booleans, keeping only the values that correspond to true values. Also referred to as masking.
logistic regression	A method for fitting a model to some data that uses logistic (S-shaped) curves instead of straight lines.
long identifier (of commit)	See full identifier.
long method	A method so long you scroll past the beginning before reaching the end. Every change requires re-reading the whole thing, every piece of logic is trapped inside, and the side effects could be hiding three screens away.
long option	A full-word identifier for a command-line argument. While most common flags are a single letter preceded by a dash, such as `-v`, long options typically use two dashes and a readable name, such as `--verbose`.
long parameter list	Five arguments. Six. Seven. At some point the function signature becomes a riddle, the caller needs a cheat sheet, and the method is clearly trying to do more than one thing.
loop	A structure that repeatedly executes a section of code until a specific exit condition is met.
loop body	The statement or statements executed by a loop.
low-rank adaptation	An efficient fine-tuning technique that adds small, trainable rank decomposition matrices to model layers while keeping original weights frozen.
lsof	UNIX command to see the list of open files being used by processes.
machine learning	The study or use of algorithms whose performance improves as they are given more data. Machine learning algorithms often use training data to build a model. Their performance is then measured by how well they predict the properties of test data.
magic number	A bare 86400 in the code — is that seconds in a day, a timeout, or a config limit? Unnamed numbers hide intent, and when the same literal appears in five places, changing one means hunting for the rest.
magic number	An unnamed numerical constant that appears in a program without explanation.
make	The original build manager for Unix, still in daily use after more than forty years.
makefile	A file containing commands for Make, often actually called `Makefile`.
markdown	A markup language with a simple syntax intended as a replacement for HTML. Markdown is often used for README files, and is the basis for R markdown.
markov chain	Any model describing a series of events in which the probability of each event depends only on the current state, not on the path taken to reach that state.
markup language	A set of rules for annotating text to define its meaning or how it should be displayed. The markup is usually not displayed, but instead controls how the underlying text is interpreted or shown. Markdown and HTML are widely-used markup languages for web pages.
martha's rules	A simple set of rules for making decisions in small groups.
masking	[TODO] to be defined
master branch	A dedicated, permanent, central branch which should contain a "ready product". After a new feature is developed on a separate branch to avoid breaking the main code, it can be merged into the master branch.
maximum likelihood estimation	To choose the parameters for a probability distribution in order to maximize the likelihood of obtaining observed data.
mean	The average value of a dataset, more properly known as the arithmetic mean to distinguish it from the geometric and harmonic means.
mean absolute error	The average error of all predicted values compared with actual values.
mean squared error	The average of the squares of all the errors of all predicted values compared with actual values. Squaring makes larger errors count for more, and transforms negative errors into positive values, making this a more popular measure than mean absolute error.
median	A value separating the upper and lower halves of a sorted dataset. The median often gives a better idea of what is typical of the dataset than the mean, which can be influenced by a small number of extreme outliers. If the dataset contains an even number of elements, this is the average of the two central elements.
merge (git)	See Git merge
message chain	object.getA().getB().getC().getD() — the caller knows the entire relationship chain, and every intermediate link becomes a dependency that breaks when any relationship changes.
method	An implementation of a generic function that handles objects of a specific class.
middle man	Half its methods just call the same method on another class. It exists, it delegates, and its author can't explain what it adds. Remove it, and nothing breaks.
milestone	A target that a project is trying to meet, often represented as a set of issues that all have to be resolved by a certain time.
mime type	A standard way to identify the contents of files on the internet. The term is an acronym of "multi-purpose Internet mail extension", and MIME types are often identified by filename extensions, such as `.png` for PNG-formatted images.
minimum spanning tree	A minimum spanning tree is a data structure that describes the unique set of edges that connect all of the nodes in a graph while minimizing the weights of all included edges. The minimum spanning tree may refer to either the algorithm to calculate the structure or the resulting structure itself.
missing value	A special value such as null or NA used to indicate the absence of data. Missing values can signal that data was not collected or that the data did not exist in the first place (e.g., the middle name of someone who does not have one).
mit license	A license that allows people to re-use software with no restrictions.
mixture of experts	An architecture that uses multiple specialized "expert" networks, activating only relevant experts for each input.
mmlu	Benchmark measuring knowledge across 57 subjects including STEM, humanities, and social sciences.
mock object	A simplified replacement for part of a program whose behavior is easy to control and predict. Mock objects are used in unit tests to simulate databases, web services, and other complex systems.
mode	The value, or values, that occurs most frequently in a dataset.
model	A specification of the mathematical relationship between different variables.
model serving	Infrastructure and techniques for deploying LLMs in production.
module	A reusable software package, also often called a library.
monte carlo method	Any method or algorithm that relies on artificially-injected randomness.
moving average	The mean of each set of several consecutive values from time series data.
multi-threaded	Capable of performing several operations simultaneously. Multi-threaded programs are usually more efficient than single-threaded ones, but also harder to understand and debug.
mutable data	Data that anything can modify at any time. The bug reproduces instantly in production and vanishes in your debugger — by the time you pause execution, something else already changed the value.
mutable type	An object of this type may be changed and its state can be modified after it is created.
mutation	Changing data in place, such as modifying an element of an array or adding a record to a database.
n-gram	A sequence of $N$ items, typically words in natural language. For example, a trigram is a sequence of three words. N-grams are often used as input in computational linguistics.
n-th root	The n-th root of a positive number x is the number that when multiplied by itself n times produces x. This can commonly be calculated by raising x to the power of the reciprocal of n.
na	A special value used to represent data that is not available.
naive bayes classifier	Any classification algorithm based on Bayes' Theorem that assumes every feature being classified is independent of every other feature.
name collision	The ambiguity that arises when two or more things in a program that have the same name are active at the same time. Most languages use namespaces to prevent such collisions.
named argument	A function parameter that is given a value by explicitly naming it in a function call.
namespace	A collection of names in a program that exists in isolation from other namespaces. Each function, object, class, or module in a program typically has its own namespace so that references to "X" in one part of a program do not accidentally refer to something called "X" in another part of the program. Scope is a distinct, but related, concept.
nano (editor)	A very simple text editor found on most Unix systems.
natural language processing	See computational linguistics.
negative selection	To specify the elements of a vector or other data structure that are not desired by negating their indices.
neural network	One of a large family of algorithms for identifying patterns in data by mimicking the way neurons interact. A neural network consists of one or more layers of nodes, each of which is connected to nodes in the preceding and subsequent layer. If enough of a node's inputs are active, that node activates as well.
node	An element of a graph that is connected to other nodes by edges. Nodes typically have data associated with them, such as names or weights.
non-blocking execution	To allow a program to continue running while an operation is in progress. For example, many systems support non-blocking execution for file I/O so that the program can continue doing work while it waits for data to be read from or written to the filesystem (which is typically much slower than the CPU).
non-parametric (statistics)	A branch of statistical tests which do not assume a known distribution of the population which the samples were taken from (Kruskal-Wallis and Dunn test are examples of non-parametric tests).
normal distribution	A continuous random distribution with a symmetric bell-curve shape. As datasets get larger, some of their most important statistical properties can be modeled using a normal distribution.
nosql database	Any database that does not use the relational model. The name comes from the fact that such databases do not use SQL as a query language.
null	A special value used to represent a missing object. Null is not the same as NA, and neither is it the same as an empty vector.
null check	Defensive null checks scattered everywhere like a nervous tic — each one a band-aid over a missing Null Object, and each a reminder that Tony Hoare called his invention a billion-dollar mistake.
null hypothesis	The claim that any patterns seen in data are entirely due to chance. Other claims (e.g., "X causes Y") must be much more likely than the null hypothesis in order to be substantiated.
nullary expression	An "expression" with no arguments, such as the value 3.
numpy	An open source Python package that works with arrays, vectors and matrices of dimension N, in a comparable method and with a syntax similar at Matlab software. You can find functions and sophisticated operations, focused in multidimensional arrays, linear algebra, Fourrier transform and generation of random values.
object	In object-oriented programming, a structure that contains the data for a specific instance of a class. The operations the object is capable of are defined by the class's methods.
object-oriented programming	A style of programming in which functions and data are bound together in objects that only interact with each other through well-defined interfaces.
objective function	A function of one or more variables used to measure or compare the goodness of different solutions in an optimization problem.
obscured intent	You stare at the function for five minutes before realizing it calculates overtime pay. Between the single-letter variables, the magic numbers, and the missing whitespace, the intent is buried under layers of accidental obfuscation.
observation	A value or property of a specific member of a population.
oddball solution	Same problem, two solutions, different files. One uses an adapter, the other rolls its own socket logic, and you can't tell which approach is the correct one. Or if either is.
off-by-one error	A common error in programming in which the program refers to element `i` of a structure when it should refer to element `i-1` or `i+1`, or processes `N` elements when it should process `N-1` or `N+1`.
open license	A license that permits general re-use, such as the MIT License or GPL for software and CC-BY or CC-0 for data, prose, or other creative outputs.
open science	A generic term for making scientific software, data, and publications generally available.
openrefine	A standalone, open source desktop application for data cleanup and transformations, also know as data wrangling.
operating system	A program that provides a standard interface to whatever hardware it is running on. Theoretically, any program that only interacts with the operating system should run on any computer that operating system runs on.
optional_parameter	A parameter that does not have to be given a value when a function is called. Most programming languages require programmers to define default values for optional parameters, or assign them a special value automatically. Arguments passed to optional parameters will often be specified using keyword arguments.
orcid	An Open Researcher and Contributor ID that uniquely and persistently identifies an author of scholarly works. ORCIDs are for people what DOIs are for documents.
orthogonality	The ability to use various features of software in any order or combination. Orthogonal systems tend to be easier to understand, since features can be combined without worrying about unexpected interactions.
outlier	Extreme values that might be measurement or recording errors, or might actually be rare events. Outliers are sometimes ignored when doing statistics, or handled or visualized separately.
overfitting	Fitting a model so closely to one dataset that it does not generalize to others.
p value	The probability of obtaining a result at least as strong as the one observed if the null_hypothesis is true (i.e., if variation is purely due to chance). The lower the p-value, the more likely it is that something other than chance is having an effect.
package	A collection of code, data, and documentation that can be distributed and re-used. Also referred to in some languages as a library or module.
package manager	A program that does its best to keep track of the different software installed on a computer and their dependencies on one another.
pager	A program that displays a few lines of text at a time.
pandas	An open source Python package that offers fast, flexible, and expressive data structures to make working with structured data, and time series easy and intuitive. It is a powerful tool for data analysis and data manipulation.
parallel inheritance hierarchies	Add a BasicUser, and you need a BasicFunctions. Add a PremiumUser, and here comes PremiumFunctions. Every subclass in one hierarchy demands a mirror in the other, and the cost of every new feature doubles.
parameter	A variable specified in a function definition whose value is passed to the function when the function is called. Parameters and arguments are distinct, but related concepts. Parameters are variables and arguments are the values assigned to those variables.
parametric (statistics)	A branch of statistical tests which assume a known distribution of the population which the samples were taken from (ANOVA and Student’s t-tests are examples of parametric tests).
parent (in a tree)	A node in a tree that is above another node (call a child). Every node in a tree except the root node has a single parent.
parent class	In object-oriented programming, the class from which a sub class (called the child class) is derived.
parent directory	The directory that contains another directory of interest. Going from a directory to its parent, then its parent, and so on eventually leads to the root directory of the filesystem.
parse	To translate the text of a program or web page into a data structure in memory that the program can then manipulate.
pass (a test)	A test passes if the actual result matches the expected result.
patch	A single file containing a set of changes to a set of files, separated by markers that indicate where each individual change should be applied.
path (in filesystem)	A string that specifies a location in a filesystem. In Unix, the directories in a path are joined using `/`.
pattern rule	A generic build rule that describes how to update any file whose name matches a pattern. Pattern rules often use automatic variables to represent the actual filenames.
peanuts	An American comic strip by Charles M. Schulz which has inspired the names of R versions.
perceptron	The simplest kind of [neural network])(#neural_network), which approximates a single neuron with _N_ binary inputs by computing a weighted sum of its inputs and firing if that value is zero or greater.
permalink	Short for "permanent link", a URL that is intended to last forever.
perplexity	A measurement of how well a probability model predicts a sample. Lower perplexity indicates better model performance.
phony target	A build target that does not correspond to an actual file. Phony targets are often used to store commonly used commands in a Makefile.
pip install packages	The standard package manager for Python. pip enables the download and installation of Python packages not included in the standard library.
pipe (in the unix shell)	The `|` used to make the output of one command the input of the next.
pipe operator	The `%>%` used to make the output of one function the input of the next.
pivot table	A technique for summarizing tabular data in which each cell represents the sum, average, or other function of the subset of the original data identified by the cell's row and column heading.
pointcloud	A set of discrete data points in three-dimensional space.
poisson distribution	A discrete random distribution that expresses the probability of $N$ events occurring in a fixed time interval if the events occur at a constant rate, independent of the time since the last event.
positional argument	An argument to a function that gets its value according to its place in the function's definition, as opposed to a named argument that is explicitly matched by name.
post office protocol	A standard internet protocol used by email clients to retrieve messages from an email server. Messages are generally downloaded and deleted from the server, making it difficult to access messages from multiple email clients. POP3 (version 3) is the version of POP in common use.
posterior distribution	Probability distribution summarizing the prior distribution and the likelihood function.
pothole case	A naming style that separates the parts of a name with underscores, as in `first_second_third`.
pre-training	The initial phase where models learn general language understanding from large unlabeled datasets.
preamble	A series of commands, either placed in the main document, or kept in a separate document, that are included prior to the \begin{document} command. The preamble defines the type of the document, along with other formatting attributes and parameters. This is also the section of the document where packages are added using the command \usepackage{} to enable additional functionalities, and where custom commands can be defined.
prerequisite	Something that a build target depends on.
primitive obsession	A phone number stored as a string. A price stored as a float. Concepts that deserve their own types get crammed into primitives, losing validation, scattering logic, and pretending a bare string is something it's not.
principal component analysis	An algorithm that find the axis along which data varies most, then the axis that accounts for the largest part of the remaining variation, and so on.
prior distribution	The probability distribution that is assumed as a starting point when using Bayes' Theorem and used to construct a more accurate posterior_distribution.
probability distribution	A mathematical description of all possible outcomes of a random event, and the probability of each occurring.
procedural generation	A method of generating data algorithmically rather than manually. Typically this is done to reduce file sizes, increase the overall amount of content, and/or incorporate randomness at the expense of processing power.
procedural programming	A style of programming in which functions operate on data that is passed into them. The term is used in contrast to other programming styles, such as object-oriented programming and functional programming.
process	An operating system's representation of a running program. A process typically has some memory, the identity of the user who is running it, and a set of connections to open files.
product manager	The person responsible for defining what features a product should have.
production code	Software that is delivered to an end user. The term is used to distinguish such code from test code, deployment infrastructure, and everything else that programmers write along the way.
profiling	The process of measuring where run time is spent in the code (e.g. in which function or associated with which line number). Memory profiling looks at the amount of data moved from and to memory.
project manager	The person responsible for ensuring that a project moves forward.
prompt	The text printed by an REPL or shell that indicates it is ready to accept another command. The default prompt in the Unix shell is usually `$`, while in Python it is `>>>`, and in R it is `>`.
prompt engineering	The practice of designing inputs (prompts) to effectively communicate with and guide LLMs toward desired outputs.
protocol	Any standard specifying how two pieces of software interact. A network protocol such as HTTP defines the messages that clients and servers exchange on the World-Wide Web; object-oriented programs often define protocols for interactions between objects of different classes.
provenance	A record of where data originally came from and what was done to process it.
pseudo-random number	A value generated in a repeatable way that resembles the true randomness of the universe well enough to fool observers.
pseudo-random number generator	A function that can generate pseudo-random numbers.
pull indexing	Vectorized indexing in which the value at location `i` in the index vector specifies which element of the source vector is being pulled into that location in the result vector, i.e., `result[i] = source[index[i]]`.
pull request	The request to merge a new feature or correction created on a user's fork of a Git repository into the upstream repository. The developer will be notified of the change, review it, make or suggest changes, and potentially merge it.
push indexing	Vectorized indexing in which the value at location `i` in the index vector specifies an element of the result vector that gets the corresponding element of the source vector, i.e., `result[index[i]] = source[i]`. Push indexing can easily produce gaps and collisions.
python	A popular interpreted open-source programming language that relies on indentation to define control structure.
python package index	The official third-party software repository for Python. Anyone can upload a package to PyPI. PyPI packages may install via executed scripts or pre-compiled, system-specific wheels.
python software foundation	A non-profit organization that oversees and promotes the development and use of Python.
quantile	If a set of sorted values are divided into groups of each size, each group is called a quantile. For example, if there are five groups, each is called a *quintile*; the bottom quintile contains the lowest 20% of the values, while the top quintile contains the highest 20%.
quantization	Reducing model precision (e.g., from 32-bit to 8-bit or 4-bit) to decrease memory usage and increase inference speed.
query string	The portion of a URL after the question mark `?` that specifies extra parameters for the HTTP request as name-value pairs.
quosure	A data structure containing an unevaluated expression and its environment.
quoting function	A function that is passed expressions rather than the values of those expressions.
r (programming language)	A popular open-source programming language used primarily for data science.
r consortium	A group that supports the worldwide community of users, maintainers and developers of R. Its members include leading institutions and companies dedicated to the use, development, and growth of R.
r foundation	A non-profit founded by the R development core team providing support for R. It is a member of the R Consortium.
r hub	A free platform available to check an R package on several different platforms in preparation for the CRAN submission process.
r markdown	A dialect of Markdown that allows authors to mix prose and code (usually written in R) in a single document.
raise (an exception)	To signal that something unexpected or unusual has happened in a program by creating an exception and handing it to the error-handling system, which then tries to find a point in the program that will catch it.
random forests	An algorithm used for regression or classification that uses a collection of decision trees, called a forest. Each tree votes for a classification, and the algorithm chooses the classification having the most votes over all the trees in the forest.
raster image	An image stored as a matrix of pixels.
reactive programming	A style of programming in which actions are triggered by external events.
